id,time,StartDate,ccs1,ccs2,ccs3,ccs4,ccs5,ccs6,ccs7,ccs8,ccs9,ccs10,ccs11,ccs12,nr1,nr2,nr3,nr4,nr5,nr6,nr7,nr8,nr9,nr10,nr11,nr12,nr13,nr14,nr15,nr16,nr17,nr18,nr19,nr20,nr21,nep1,nep2,nep3,nep4,nep5,nep6,nep7,nep8,nep9,nep10,nep11,nep12,nep13,nep14,nep15,SES_1,SES_2,SES_3,SES_4,SES_5,SES_6,SES_7,SES_8,SES_9,SES_10,SES_11,SES_12,SES_13,SES_14,SES_15,SES_16,SES_17,age,edu,sex,pol,ipq1,ipq2,ipq3,ipq4,ipq5,ipq6,ipq7,ipq8,ipq9,ipq10,ipq11,ipq12,ipq13,ipq14,sod_1,sod_2,sod_3,sod_4,sod_5,sod_6,sod_7,sod_8,sod_9,vr_exp,vr_eval1,vr_eval2,vr_eval3,vr_eval4,vr_eval5,span,seen,sex_3_TEXT - Topics,yearOfBirth
18119925,1,2019-05-17 19:59:51,1,1,1,1,1,1,1,1,1,2,1,1,4,3,2,5,4,4,2,4,4,1,2,5,3,2,4,5,4,1,4,4,4,5,5,4,4,5,4,4,3,5,1,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1,3,5,4,3,3,2,2,5,2,3,4,3,4,3,1,5,3,1,1,5,1,1,5,2,1,7,7,7,5,7,4,3,NA,1998
18119925,2,2019-05-21 15:32:29,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,4,4,4,1,4,4,1,1,5,2,1,4,5,4,1,4,4,5,5,5,2,4,5,4,2,5,5,1,4,1,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1,3,5,4,3,3,2,2,5,2,3,4,3,4,3,1,5,3,1,1,5,1,1,5,2,1,7,7,7,5,7,4,3,NA,1998
18874834,1,2019-06-13 09:49:09,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,4,5,4,5,5,1,3,4,1,1,1,4,4,1,5,5,4,4,2,4,4,5,4,5,2,4,1,2,1,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1,2,6,7,2,7,6,7,6,6,2,6,2,6,5,2,6,2,6,1,6,2,1,2,6,1,7,7,7,6,7,3,3,NA,1998
18874834,2,2019-06-21 08:37:42,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,4,5,4,4,4,2,3,4,2,1,1,4,4,1,4,5,4,4,2,5,2,5,4,5,2,4,1,3,1,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1,2,6,7,2,7,6,7,6,6,2,6,2,6,5,2,6,2,6,1,6,2,1,2,6,1,7,7,7,6,7,3,3,NA,1998
18874859,1,2019-06-13 10:15:19,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,4,5,1,4,4,1,1,5,1,1,2,4,5,1,5,4,4,1,2,4,5,4,4,4,1,4,1,1,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,0,1,4,6,4,1,5,6,6,5,1,6,5,5,3,6,7,1,6,1,2,5,2,1,7,1,6,5,7,6,6,3,2,NA,1998
18874859,2,2019-06-18 08:36:24,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,4,4,5,1,5,4,2,1,5,1,1,2,4,5,2,5,5,5,2,2,4,5,4,5,4,2,4,1,1,1,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,0,1,4,6,4,1,5,6,6,5,1,6,5,5,3,6,7,1,6,1,2,5,2,1,7,1,6,5,7,6,6,3,2,NA,1998
20111222,1,2019-06-11 11:06:08,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,5,4,2,1,4,5,5,5,4,1,1,2,4,5,1,2,3,4,1,2,5,4,5,5,3,1,5,1,1,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,6,0,2,5,2,2,6,5,6,4,3,4,6,2,3,5,3,6,2,6,2,1,4,1,1,6,3,6,6,7,7,6,4,3,NA,1983
20111222,2,2019-06-18 17:19:53,1,1,1,1,1,1,1,1,1,2,2,1,5,2,1,5,4,3,3,4,5,1,1,5,1,1,2,4,4,1,3,4,4,2,2,4,4,5,5,4,3,5,1,1,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,6,0,2,5,2,2,6,5,6,4,3,4,6,2,3,5,3,6,2,6,2,1,4,1,1,6,3,6,6,7,7,6,4,3,NA,1983
20200300,1,2019-06-13 10:13:11,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,4,3,4,5,4,2,1,5,1,1,4,4,4,1,4,4,4,2,3,3,2,5,3,4,2,4,1,2,1,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,6,0,2,2,5,2,3,5,3,5,2,3,5,5,5,3,2,5,5,3,4,2,3,1,3,3,2,6,5,6,5,6,4,3,NA,1990
20200300,2,2019-06-20 15:22:05,1,1,1,1,1,1,2,1,1,1,1,1,4,2,1,4,4,3,1,5,4,2,2,2,2,2,2,4,2,1,4,4,3,3,2,4,2,5,4,4,1,5,1,2,1,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,6,0,2,2,5,2,3,5,3,5,2,3,5,5,5,3,2,5,5,3,4,2,3,1,3,3,2,6,5,6,5,6,4,3,NA,1990
20222333,1,2019-06-24 10:32:41,4,4,2,4,2,1,1,1,1,4,2,4,4,1,1,3,4,4,3,4,4,4,2,5,4,2,1,1,5,1,4,4,4,2,4,4,4,4,5,5,1,5,1,4,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,6,0,2,4,3,3,7,4,5,4,6,4,5,7,4,1,1,6,2,5,5,4,5,5,2,4,3,5,3,6,2,5,4,1,NA,1975
20222333,2,2019-07-17 17:53:20,4,2,2,2,4,2,2,2,2,4,2,3,4,1,1,2,4,3,2,3,4,4,2,5,3,3,2,1,3,1,4,4,3,2,2,4,2,4,5,5,1,3,2,2,1,4,1,4,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,44,6,0,2,4,3,3,7,4,5,4,6,4,5,7,4,1,1,6,2,5,5,4,5,5,2,4,3,5,3,6,2,5,4,1,NA,1975
20456789,1,2019-07-13 06:29:22,4,2,3,1,4,1,3,2,1,3,3,1,5,3,1,4,5,1,5,5,5,1,4,4,2,1,2,5,5,1,4,5,4,5,4,4,3,5,4,5,2,5,2,3,1,4,2,5,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,44,7,1,3,3,4,4,5,3,3,2,1,7,5,3,4,4,2,7,2,6,2,5,4,1,2,6,1,7,6,6,5,7,5,2,NA,1975
20456789,2,2019-07-16 15:24:27,4,1,1,1,4,1,3,2,1,3,3,2,4,2,1,4,5,2,5,5,5,1,2,5,2,1,2,5,5,1,4,5,5,5,2,4,4,5,4,5,2,5,2,4,1,4,4,4,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,44,7,1,3,3,4,4,5,3,3,2,1,7,5,3,4,4,2,7,2,6,2,5,4,1,2,6,1,7,6,6,5,7,5,2,NA,1975
EftPx,1,2019-05-12 17:06:12,1,1,1,1,1,1,3,1,1,1,1,1,4,4,4,4,2,1,1,4,4,3,1,5,1,2,3,2,4,1,3,4,2,4,4,4,2,4,5,5,1,5,2,2,1,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,7,0,1,5,5,4,6,5,6,3,2,5,4,4,3,2,2,6,2,2,2,2,2,2,2,7,4,6,3,6,6,5,2,3,NA,1963
EftPx,2,2019-05-22 14:31:53,2,1,1,1,1,1,1,1,1,2,1,1,5,2,1,1,4,2,1,5,5,2,1,5,1,1,4,4,5,1,5,5,4,4,4,4,2,5,5,2,1,5,1,4,1,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,7,0,1,5,5,4,6,5,6,3,2,5,4,4,3,2,2,6,2,2,2,2,2,2,2,7,4,6,3,6,6,5,2,3,NA,1963
kim,1,2019-06-24 17:50:57,3,1,1,1,2,1,1,1,1,4,1,2,5,3,3,4,5,4,4,5,5,1,1,5,3,1,1,5,4,1,3,4,4,3,3,3,2,5,3,5,3,5,3,4,1,4,2,4,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,34,5,0,3,5,5,5,5,4,6,4,3,6,4,2,3,3,1,7,5,6,5,6,5,6,4,1,1,5,6,6,5,6,5,1,NA,1985
kim,2,2019-07-01 17:06:52,2,1,1,3,2,1,2,1,2,2,1,3,4,3,1,4,5,4,4,5,5,1,1,4,5,1,1,5,5,3,4,4,4,4,3,5,2,5,3,5,3,5,2,4,1,3,3,4,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,1,34,5,0,3,5,5,5,5,4,6,4,3,6,4,2,3,3,1,7,5,6,5,6,5,6,4,1,1,5,6,6,5,6,5,1,NA,1985
sutti,1,2019-05-06 22:34:03,1,1,3,4,1,1,4,1,4,1,2,1,5,1,3,1,2,4,4,1,5,3,1,5,1,1,2,4,4,1,4,4,2,5,4,5,3,5,1,5,3,4,1,2,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,0,2,5,7,2,6,6,7,5,4,NA,NA,5,5,4,2,6,6,2,5,5,4,6,6,2,2,5,5,6,3,6,3,2,NA,1993
sutti,2,2019-05-10 15:04:09,2,1,1,3,1,1,4,1,1,2,2,1,3,1,1,1,3,4,4,3,4,3,2,2,2,2,2,4,4,1,4,4,2,4,1,5,3,5,4,4,1,4,2,3,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,0,2,5,7,2,6,6,7,5,4,NA,NA,5,5,4,2,6,6,2,5,5,4,6,6,2,2,5,5,6,3,6,3,2,NA,1993
